filename,rg_med,rg_ts,rg_ts_h,rg_ts_l,io_med,io_ts,Vp,mass_vp,porod_poly,porod_ts,porod_ts_h,porod_ts_l,rc_med,rc_std_err_med,rad_rat,elong,vc,rgvc,N,M
SASBDB_protein_dat\SASDBC4.dat,41.24,34.29,32.96,35.69,1354.09,1153.23,92174.5,76.5,1.72,1.42,1.4,1.45,14.951,7.51,2.293492074,FALSE,383.71,23.99,537,60.14
SASBDB_protein_dat\SASDBC5.dat,25.45,25.46,25.4,25.52,441.03,441.3,124158.57,103.05,3.24,3.33,3.23,3.44,9.502,6.104,2.679435908,FALSE,436.05,25.57,648,72.58
SASBDB_protein_dat\SASDBC6.dat,40.87,42.16,41.62,42.61,28.23,29.77,218758.71,181.57,1.82,1.85,1.77,1.95,12.042,7.147,3.501079555,TRUE,680.59,31.95,1242,139.1
SASBDB_protein_dat\SASDBC7.dat,40.34,30.24,29.31,31.29,3.94,3.82,73935.28,61.37,2.34,1.75,1.51,2.02,29.683,38.472,1.01876495,FALSE,375.95,23.75,521,58.35
SASBDB_protein_dat\SASDBC9.dat,29.75,29.14,28.62,29.87,1,1,82371.91,68.37,1.84,1.83,1.52,2.06,10.288,4.522,2.832426128,FALSE,378.01,23.81,526,58.91
SASBDB_protein_dat\SASDBD2.dat,25.88,25.68,25.56,25.85,38.1,38.25,79196.5,65.73,2.29,2.32,2.27,2.36,10.823,4.787,2.372724753,FALSE,353.49,23.03,476,53.31
SASBDB_protein_dat\SASDBD4.dat,31.08,29.79,28.72,30.95,6616.33,6553.4,72556.37,60.22,1.73,1.5,1.47,1.53,12.949,5.365,2.30056375,FALSE,333.08,22.35,437,48.94
SASBDB_protein_dat\SASDBD5.dat,25.27,25.06,24.91,25.19,436.62,435.94,118351.55,98.23,3.31,3.43,3.33,3.54,12.299,5.747,2.03756403,FALSE,428.75,25.36,632,70.78
SASBDB_protein_dat\SASDBD9.dat,29.87,23.77,23.51,24.03,855.14,838.23,68755.59,57.07,2.43,2.48,2.33,2.64,10.811,4.55,2.198686523,FALSE,322.11,21.98,416,46.59
SASBDB_protein_dat\SASDBE2.dat,26.1,25.83,25.74,25.91,47.95,47.95,88747.73,73.66,2.48,2.52,2.48,2.56,11.33,5.378,2.279788173,FALSE,377.86,23.81,525,58.8
SASBDB_protein_dat\SASDBE4.dat,41.44,36.23,34.4,38.31,13309.94,11481.93,122223.83,101.45,1.61,1.57,1.54,1.59,16.849,8.335,2.150275981,FALSE,454.33,26.11,688,77.06
SASBDB_protein_dat\SASDBE5.dat,27.26,27.66,27.59,27.73,787.14,791.22,134481.92,111.62,2.87,2.95,2.85,3.05,10.61,6.252,2.606974552,FALSE,473.23,26.64,730,81.76
SASBDB_protein_dat\SASDBE7.dat,60.17,49.55,47,51.73,0.08,0.09,377029.27,312.93,2.42,1.55,1.39,1.71,24.761,10.258,2.001130811,FALSE,944.13,37.63,2004,224.45
SASBDB_protein_dat\SASDBE9.dat,22.86,23.29,23.1,23.46,28.92,31.43,65651.21,54.49,2.26,2.41,2.33,2.51,10.016,5.073,2.325279553,FALSE,311.56,21.62,396,44.35
SASBDB_protein_dat\SASDBF5.dat,26.53,26.26,26.11,26.4,106.18,105.84,117401.55,97.44,3.03,3.13,3.03,3.24,9.454,6.069,2.77766025,FALSE,441.34,25.73,659,73.81
SASBDB_protein_dat\SASDBF6.dat,41.27,34.69,32.31,37.11,42.4,35.18,85243.08,70.75,1.52,1.57,1.52,1.64,10.339,4.129,3.355256795,TRUE,364.33,23.38,498,55.78
SASBDB_protein_dat\SASDBF7.dat,40.72,42.37,42.27,42.46,116.4,122.89,584116.62,484.82,3.22,3.41,3.3,3.53,23.447,7.419,1.807054207,FALSE,1189.6,42.24,2809,314.61
SASBDB_protein_dat\SASDBF9.dat,27.28,22.03,21.61,22.38,707.01,730.07,53429.82,44.35,2.4,2.6,2.41,2.79,10.967,4.758,2.008753533,FALSE,278.72,20.45,337,37.74
SASBDB_protein_dat\SASDBG2.dat,26.33,25.58,25.48,25.67,26.23,26.44,70599.74,58.6,2.33,2.35,2.3,2.4,9.505,5.249,2.69121515,FALSE,339.82,22.58,450,50.4
SASBDB_protein_dat\SASDBG3.dat,30.32,30.31,29.95,30.66,53.83,56.48,104793.25,86.98,2.04,2.04,1.97,2.1,10.844,5.384,2.795094061,FALSE,425.31,25.26,624,69.89
SASBDB_protein_dat\SASDBG5.dat,25.31,25.8,25.66,25.9,581.07,585.82,120253.47,99.81,3.14,3.26,3.17,3.34,11.254,6.303,2.292518216,FALSE,437.6,25.62,651,72.91
SASBDB_protein_dat\SASDBG6.dat,21.09,21.8,21.31,22.29,95.96,106.31,41922.81,34.8,2.4,1.93,1.78,2.1,11.8,4.372,1.847457627,FALSE,257.79,19.66,300,33.6
SASBDB_protein_dat\SASDBG7.dat,39.5,41.74,41.45,41.97,48.15,50.82,534366.49,443.52,3.23,3.63,3.47,3.76,22.67,8.533,1.841199824,FALSE,1151.22,41.56,2678,299.94
SASBDB_protein_dat\SASDBG8.dat,31.61,35.08,33.81,35.68,0.03,0.03,165101.4,137.03,2.4,2.48,2.38,2.55,15.971,6.46,2.196481122,FALSE,547.78,28.66,904,101.25
SASBDB_protein_dat\SASDBG9.dat,33.45,22.52,22.27,22.82,29.99,28.52,54444.82,45.19,2.46,2.43,2.36,2.51,10.005,4.912,2.250874563,FALSE,280.69,20.52,340,38.08
SASBDB_protein_dat\SASDBH2.dat,26.21,26.05,25.95,26.16,31.64,31.9,73547.22,61.04,2.33,2.36,2.32,2.4,10.551,4.817,2.468960288,FALSE,352.24,22.99,474,53.09
SASBDB_protein_dat\SASDBH3.dat,39.48,39.71,39.22,40.2,63.28,65.1,189087.41,156.94,1.81,1.87,1.83,1.92,14.078,6.676,2.820713169,FALSE,617.5,30.43,1077,120.62
SASBDB_protein_dat\SASDBH5.dat,25.77,26.06,25.92,26.21,156.91,158.31,124069.91,102.98,3.14,3.29,3.19,3.37,10.307,6.045,2.528378772,FALSE,442.98,25.78,663,74.26
SASBDB_protein_dat\SASDBH7.dat,39.22,39.24,38.89,39.5,51.98,52.58,460715.1,382.39,3.26,3.62,3.4,3.94,20.26,7.117,1.936821323,FALSE,1027.89,39.27,2269,254.13
SASBDB_protein_dat\SASDBH8.dat,31.98,33.9,33.55,34.27,0.04,0.04,153498.87,127.4,2.39,2.38,2.32,2.44,16.748,5.186,2.024122283,FALSE,524.3,28.04,848,94.98
SASBDB_protein_dat\SASDBH9.dat,28.43,21.88,21.58,22.17,695.2,713.02,52028.32,43.18,2.63,2.48,2.3,2.62,10.561,5.19,2.071773506,FALSE,275.47,20.33,331,37.07
SASBDB_protein_dat\SASDBJ3.dat,29.9,28.07,27.92,28.19,521.21,558.82,133311.01,110.65,2.7,3.05,2.92,3.15,16.217,5.842,1.730899673,FALSE,491.2,27.14,771,86.35
SASBDB_protein_dat\SASDBJ5.dat,26.3,26.37,26.28,26.53,129.19,128.19,129369.78,107.38,3.06,3.13,3.02,3.26,11.036,6.05,2.3894527,FALSE,448.73,25.94,675,75.6
SASBDB_protein_dat\SASDBJ9.dat,36.83,36.16,36.03,36.33,0.88,0.88,316723.83,262.88,3.17,3.38,3.22,3.55,15.562,8.242,2.323608791,FALSE,816.58,35,1621,181.55
SASBDB_protein_dat\SASDBK3.dat,41.94,37.77,37.26,38.25,196.35,217.86,265255.24,220.16,2.81,2.42,1.99,2.87,28.133,13.905,1.342551452,FALSE,781.77,34.24,1521,170.35
SASBDB_protein_dat\SASDBK5.dat,27.89,28.04,27.97,28.12,151.04,151.35,141460.04,117.41,2.86,2.93,2.83,3.03,12.091,6.159,2.319080308,FALSE,483.69,26.94,754,84.45
SASBDB_protein_dat\SASDBK7.dat,40.55,41.47,41.27,41.71,71.24,73.62,291322.22,241.8,2.2,2.24,2.2,2.3,16.943,8.26,2.447618486,FALSE,801.82,34.68,1578,176.74
SASBDB_protein_dat\SASDBK9.dat,54.86,54.26,53.95,54.76,0.19,0.19,656357.91,544.78,2.14,2.27,2.21,2.32,15.742,12.073,3.446830136,TRUE,1327.87,44.63,3299,369.49
SASBDB_protein_dat\SASDBL2.dat,56.5,53.37,41.06,56.07,25.77,25.62,386167.32,320.52,1.42,1.45,1.39,1.51,19.933,7.686,2.677469523,FALSE,971.03,38.16,2088,233.86
SASBDB_protein_dat\SASDBL3.dat,33.86,33.21,32.88,33.58,0.09,0.09,90147.05,74.82,1.67,1.72,1.68,1.81,10.88,5.646,3.052389706,TRUE,407.44,24.72,586,65.63
SASBDB_protein_dat\SASDBL5.dat,26.25,26.2,26.09,26.27,224.46,224.52,136706.29,113.47,3.17,3.26,3.15,3.37,9.49,6.041,2.760800843,FALSE,452.07,26.04,683,76.5
SASBDB_protein_dat\SASDBL7.dat,25.37,25.77,25.64,25.92,14.27,14.88,86618.34,71.89,2.47,2.62,2.58,2.67,12.985,4.292,1.984597613,FALSE,396.07,24.37,563,63.06
SASBDB_protein_dat\SASDBL9.dat,28.1,24.05,22.96,25.12,51685.09,49052.77,54315.98,45.08,2.4,1.72,0.63,2.98,17.626,10.05,1.364461591,FALSE,305.02,21.39,384,43.01
SASBDB_protein_dat\SASDBM5.dat,26.5,26.94,26.82,27.1,5120.27,5136.2,133679.99,110.95,3.1,3.2,3.1,3.33,9.881,6.381,2.726444692,FALSE,467.69,26.49,717,80.3
SASBDB_protein_dat\SASDBM6.dat,20.09,21.49,21.16,21.83,0.03,0.03,35687.73,29.62,1.87,1.82,1.79,1.84,10.332,3.418,2.079945799,FALSE,224.46,18.35,245,27.44
SASBDB_protein_dat\SASDBM9.dat,25.7,20.28,19.45,20.94,70386.65,67508.85,37619.61,31.22,2.74,2.81,2.03,3.55,13.295,7.851,1.525385483,FALSE,264.63,19.92,312,34.94
SASBDB_protein_dat\SASDBN2.dat,20,19.98,19.73,20.21,395.87,406.51,49367.87,40.98,2.39,2.14,2.04,2.26,10.43,2.963,1.915627996,FALSE,223.16,18.3,243,27.22
SASBDB_protein_dat\SASDBN3.dat,34.37,33.27,32.8,33.72,0.09,0.09,90404.46,75.04,1.64,1.67,1.58,1.76,9.934,6.294,3.349104087,TRUE,406.23,24.68,584,65.41
SASBDB_protein_dat\SASDBN4.dat,75.92,67.25,65.23,69.16,20280.76,21865.08,1337861.96,1110.43,2.18,2.33,2.19,2.51,28.519,12.094,2.358077071,FALSE,1986.94,54.59,5947,666.06
SASBDB_protein_dat\SASDBN5.dat,25.05,25.48,25.42,25.54,914.34,918.16,124714.35,103.51,3.27,3.36,3.28,3.45,9.401,6.28,2.710349963,FALSE,437.21,25.61,650,72.8
SASBDB_protein_dat\SASDBN9.dat,32.55,29.81,28.05,32.33,58450.56,59390.62,97618.42,81.02,2.51,1.7,0.99,2.59,17.02,9.186,1.75146886,FALSE,435,25.54,645,72.24
SASBDB_protein_dat\SASDBP2.dat,22.53,23.65,23.15,24.07,364,391.32,64413.93,53.46,2.01,1.9,1.78,2,11.088,3.487,2.132936508,FALSE,283.98,20.64,346,38.75
SASBDB_protein_dat\SASDBP5.dat,29.61,29,28.94,29.05,99.82,98.53,154792.93,128.48,2.74,2.84,2.75,2.94,11.603,6.216,2.499353615,FALSE,502.98,27.47,798,89.38
SASBDB_protein_dat\SASDBP9.dat,40.49,34.74,33.71,35.65,4645.69,5198.58,124027.68,102.94,2.17,1.96,1.91,2.03,15.084,7.175,2.303102625,FALSE,489.64,27.1,767,85.9
SASBDB_protein_dat\SASDBQ2.dat,26.11,26.8,25.15,28.3,80.64,84.92,79665.57,66.12,2.48,1.2,0.71,1.6,15.549,6.104,1.72358351,FALSE,323.3,22.02,418,46.82
SASBDB_protein_dat\SASDBQ3.dat,22.34,18.89,18.75,19.06,26.28,25.78,31136.27,25.84,2.48,2.18,2.09,2.28,9.482,5.32,1.992195739,FALSE,208.11,17.67,220,24.64
SASBDB_protein_dat\SASDBQ5.dat,26.61,27.01,26.88,27.2,95.28,96.01,134667.94,111.77,2.87,3.01,2.95,3.09,11.545,6.109,2.339540927,FALSE,457.82,26.21,695,77.84
SASBDB_protein_dat\SASDBQ9.dat,50.58,39.97,38.5,41.22,8190.05,8019.94,195184.3,162,1.96,1.83,1.78,1.89,23.505,34.359,1.700489258,FALSE,588.6,29.71,1004,112.45
SASBDB_protein_dat\SASDBR2.dat,43.89,45.62,44.21,46.14,0.99,1.01,434632.2,360.74,2.52,2.54,2.38,2.77,16.384,9.715,2.784423828,FALSE,1040.64,39.51,2310,258.72
SASBDB_protein_dat\SASDBR3.dat,40.17,39.9,39.3,40.52,614.69,612.9,183540.26,152.34,1.79,1.79,1.77,1.83,13.707,6.417,2.910921427,FALSE,604.5,30.11,1044,116.93
SASBDB_protein_dat\SASDBR4.dat,34.18,33.42,32.35,34.32,0.03,0.03,96298.75,79.93,1.49,1.52,1.49,1.56,11.17,3.282,2.991942704,FALSE,416.27,24.99,605,67.76
SASBDB_protein_dat\SASDBR5.dat,28.35,29.26,29.07,29.47,91.4,92.62,157961.9,131.11,2.73,2.78,2.66,2.87,11.155,6.484,2.623038996,FALSE,512.89,27.74,821,91.95
SASBDB_protein_dat\SASDBR9.dat,26.45,22.7,22.6,22.8,161.94,175.15,64290.05,53.36,2.54,2.82,2.74,2.91,20.592,34.808,1.102369852,FALSE,316.93,21.8,406,45.47
SASBDB_protein_dat\SASDBS2.dat,43.76,31.96,31.77,32.15,1912.19,1830.13,205460.65,170.53,3.22,3.24,3.15,3.34,12.982,7.013,2.461870282,FALSE,639.47,30.97,1134,127.01
SASBDB_protein_dat\SASDBS3.dat,49.36,48.31,47.62,49.01,1197.89,1185.84,302812.14,251.33,1.75,1.76,1.74,1.81,16.196,7.525,2.982835268,FALSE,812.39,34.91,1608,180.1
SASBDB_protein_dat\SASDBS4.dat,41.89,44.05,43.92,44.17,55804.59,61090.26,568041.82,471.47,3.14,3.17,3.09,3.26,19.379,9.552,2.273079106,FALSE,1179.61,42.06,2775,310.8
SASBDB_protein_dat\SASDBS5.dat,29.74,30.02,29.72,30.29,109.15,110.24,154839.54,128.52,2.58,2.64,2.58,2.73,12.088,6.363,2.483454666,FALSE,516.08,27.82,829,92.85
SASBDB_protein_dat\SASDBS6.dat,34.19,35.33,34.89,35.71,0.03,0.04,133271.12,110.62,1.8,1.85,1.84,1.87,13.341,5.185,2.648227269,FALSE,522.22,27.99,843,94.42
SASBDB_protein_dat\SASDBS9.dat,36.48,34.8,34.56,35.05,51.2,50.65,168093.46,139.52,2.95,3.08,2.99,3.16,9.541,6.994,3.647416413,TRUE,617.72,30.44,1078,120.74
SASBDB_protein_dat\SASDBT2.dat,18.04,17.86,17.81,17.91,0.04,0.04,31114.08,25.82,2.48,2.53,2.48,2.58,9.842,2.412,1.814671815,FALSE,181.32,16.49,180,20.16
SASBDB_protein_dat\SASDBT3.dat,39.96,39.76,39.28,40.3,612.58,612.4,179168,148.71,1.79,1.83,1.8,1.86,14.782,6.338,2.689757814,FALSE,602.28,30.06,1038,116.26
SASBDB_protein_dat\SASDBT4.dat,27.57,27.75,27.68,27.81,151.78,152.34,133147.49,110.51,3.23,3.29,3.21,3.37,10.286,6.745,2.697841727,FALSE,482.78,26.91,752,84.22
SASBDB_protein_dat\SASDBT5.dat,27.4,27.66,27.52,27.81,109.95,110.53,141342.63,117.31,2.84,2.95,2.84,3.04,10.299,6.057,2.685697641,FALSE,468.71,26.52,720,80.64
SASBDB_protein_dat\SASDBT6.dat,35.92,35.26,35,35.55,0.03,0.03,117267.47,97.33,1.77,1.79,1.78,1.81,13.328,4.622,2.645558223,FALSE,454.93,26.12,689,77.17
SASBDB_protein_dat\SASDBT9.dat,22.38,22.64,22.42,22.8,0.07,0.07,90173.79,74.84,3.39,3.78,3.61,4.03,11.643,5.113,1.944516018,FALSE,339.06,22.55,448,50.18
SASBDB_protein_dat\SASDBU2.dat,25.31,24.29,24.1,24.49,0.05,0.05,69305.12,57.52,2.23,2.25,2.2,2.32,9.909,4.462,2.451306893,FALSE,329.56,22.23,430,48.16
SASBDB_protein_dat\SASDBU3.dat,47.9,47.31,46.73,48.03,715.85,713.44,288381.31,239.36,1.78,1.8,1.77,1.85,16.604,7.343,2.849313418,FALSE,794.28,34.52,1556,174.27
SASBDB_protein_dat\SASDBU4.dat,39.81,47.29,44.75,47.76,22.95,28.95,809237.26,671.67,3.28,3.43,3.27,3.63,24.259,10.646,1.949379612,FALSE,1442.39,46.51,3723,416.98
SASBDB_protein_dat\SASDBU5.dat,28.72,28.17,28.03,28.34,1979.44,1967.64,146085.66,121.25,2.81,2.88,2.78,2.99,8.418,5.875,3.34640057,TRUE,486.55,27.02,760,85.12
SASBDB_protein_dat\SASDBU6.dat,29.63,29.68,29.46,29.87,0.04,0.04,98044.97,81.38,1.78,1.83,1.82,1.85,12.107,4.299,2.451474354,FALSE,429.63,25.39,634,71.01
SASBDB_protein_dat\SASDBU7.dat,25.49,25.61,25.52,25.69,32.9,34.32,69730.97,57.88,2.51,2.52,2.48,2.57,11.889,4.479,2.154092018,FALSE,348.68,22.87,467,52.3
SASBDB_protein_dat\SASDBU9.dat,20.84,20.91,20.79,21,0.05,0.05,62660.37,52.01,3.31,3.74,3.47,3.89,11.146,4.236,1.876009331,FALSE,296.56,21.09,369,41.33
SASBDB_protein_dat\SASDBV2.dat,27.39,24.27,24.11,24.4,0.04,0.04,71638.16,59.46,2.24,2.31,2.25,2.37,11.408,3.694,2.127454418,FALSE,324.2,22.05,420,47.04
SASBDB_protein_dat\SASDBV3.dat,49.72,52.79,51.27,53.85,0,0,0,0,1.7,1.76,1.69,1.82,16.833,7.263,3.136101705,TRUE,0,0,0,0
SASBDB_protein_dat\SASDBV4.dat,29.92,29.21,28.83,29.66,0.07,0.07,92622.82,76.88,1.99,2.02,1.98,2.07,10.508,5.443,2.779786829,FALSE,416.91,25.01,607,67.98
SASBDB_protein_dat\SASDBV5.dat,27.22,26.65,26.58,26.71,1954.66,1942.28,137707.96,114.3,3.16,3.26,3.15,3.38,9.395,5.856,2.836615221,FALSE,464.4,26.39,710,79.52
SASBDB_protein_dat\SASDBV6.dat,29.72,29.51,29.3,29.75,0.04,0.04,95584.52,79.34,1.77,1.8,1.78,1.82,12.444,3.826,2.371423979,FALSE,414.75,24.94,602,67.42
SASBDB_protein_dat\SASDBV7.dat,36.84,39.93,39.46,40.27,0.76,0.88,367854.53,305.32,2.75,2.82,2.76,2.88,20.845,8.573,1.915567282,FALSE,905.8,36.86,1886,211.23
SASBDB_protein_dat\SASDBV9.dat,17.84,17.28,17.16,17.44,151.36,150.49,19487.85,16.17,2.15,2.22,2.17,2.26,8.169,2.388,2.115313992,FALSE,172.39,16.08,167,18.7
SASBDB_protein_dat\SASDBW2.dat,22.9,21.85,21.74,21.98,0.07,0.07,55397.34,45.98,2.43,2.45,2.39,2.5,10.104,3.795,2.162509897,FALSE,293.98,21,364,40.77
SASBDB_protein_dat\SASDBW3.dat,31.69,23.01,22.72,23.28,0.06,0.06,61891.1,51.37,2.57,3.08,2.85,3.37,21.847,18.55,1.053233854,FALSE,313.77,21.69,400,44.8
SASBDB_protein_dat\SASDBW5.dat,26.79,26.55,26.46,26.66,2000.49,1997.68,136612.33,113.39,3.17,3.25,3.11,3.37,9.529,5.825,2.786231504,FALSE,460.26,26.28,701,78.51
SASBDB_protein_dat\SASDBW7.dat,42.75,46.55,46.04,47.14,1.35,1.49,478854.66,397.45,2.42,2.45,2.41,2.5,19.706,9.352,2.362224703,FALSE,1080.91,40.27,2442,273.5
SASBDB_protein_dat\SASDBW9.dat,23.5,24.33,23.8,24.91,331.28,351.53,39026.61,32.39,1.52,1.47,1.41,1.55,9.017,3.518,2.698236664,FALSE,253.52,19.5,293,32.82
SASBDB_protein_dat\SASDBX2.dat,30.87,30.76,30.56,30.96,0.07,0.07,100101.57,83.08,1.81,1.81,1.79,1.83,13.168,3.691,2.335965978,FALSE,411.93,24.86,596,66.75
SASBDB_protein_dat\SASDBX5.dat,26.42,26.06,26,26.11,2081.39,2078.28,134034.68,111.25,3.29,3.37,3.29,3.48,9.962,5.698,2.615940574,FALSE,456.87,26.18,693,77.62
SASBDB_protein_dat\SASDBX7.dat,38.92,39.02,38.79,39.26,1.36,1.39,295556.03,245.31,2.43,2.47,2.42,2.52,17.431,7.166,2.238540531,FALSE,792.88,34.49,1552,173.82
SASBDB_protein_dat\SASDBY2.dat,31.65,30.2,30.09,30.3,6787.97,6793.37,215154.31,178.58,3.35,3.41,3.34,3.51,14.047,7.179,2.149925251,FALSE,632.33,30.8,1115,124.88
SASBDB_protein_dat\SASDBY3.dat,36.21,33.14,32.78,33.54,55.4,56.76,160322.55,133.07,2.22,2.27,2.22,2.34,14.405,5.32,2.300590073,FALSE,544.77,28.59,897,100.46
SASBDB_protein_dat\SASDBY4.dat,41.9,44.02,43.62,44.26,2690.1,2874.1,566658.83,470.33,3.02,3.31,3.16,3.45,13.425,9.158,3.278957169,TRUE,1159.27,41.7,2705,302.96
SASBDB_protein_dat\SASDBY5.dat,44.89,40.37,38.57,42.12,27784.76,31642.43,168134.52,139.55,2.32,1.88,1.81,1.95,19,8.404,2.124736842,FALSE,586.31,29.66,998,111.78
SASBDB_protein_dat\SASDBY6.dat,35.51,35.28,33.54,37.37,0.03,0.02,142324.88,118.13,2.1,2.04,1.93,2.25,15.015,5.529,2.34965035,FALSE,467.5,26.48,717,80.3
SASBDB_protein_dat\SASDBY7.dat,48.35,43.18,42.73,43.65,1.3,1.3,376825.14,312.76,2.28,2.32,2.27,2.38,18.413,8.205,2.345082279,FALSE,920.14,37.15,1930,216.16
SASBDB_protein_dat\SASDBY9.dat,27.09,27.03,26.62,27.37,1454.34,1485.81,51053.29,42.37,1.61,1.63,1.59,1.65,8.834,3.365,3.059769074,TRUE,292.81,20.96,362,40.54
SASBDB_protein_dat\SASDBZ2.dat,41.74,44.25,44.05,44.52,15326.83,16644.72,648290.64,538.08,3.3,3.52,3.38,3.64,20.147,9.94,2.196356778,FALSE,1265.06,43.56,3073,344.18
SASBDB_protein_dat\SASDBZ4.dat,54.98,47.05,46.77,47.31,57655.43,62138.68,567666.74,471.16,2.84,2.9,2.81,2.99,21.639,9.582,2.174314894,FALSE,1222.93,42.83,2925,327.6
SASBDB_protein_dat\SASDBZ5.dat,158.66,173.26,152.26,185.13,1.75,2.25,34245362.04,28423.65,3.36,3.45,3.36,3.56,88.711,50.387,1.953083609,FALSE,16561.51,157.61,132018,14786.02
SASBDB_protein_dat\SASDBZ6.dat,61.62,35.61,32.23,38.29,0.03,0.03,133800.96,111.05,2.54,1.79,1.2,2.39,44.307,45.138,0.803710475,FALSE,522.39,27.99,843,94.42
SASBDB_protein_dat\SASDBZ7.dat,104.52,100.95,97.47,103.61,353.77,346.74,1666054.48,1382.83,1.32,1.35,1.31,1.37,20.122,9.425,5.016896929,TRUE,2037.01,55.28,6167,690.7
SASBDB_protein_dat\SASDBZ9.dat,35,33.54,31.48,35.21,645.72,622.59,83844,69.59,1.44,1.56,1.5,1.59,11.114,3.577,3.017815368,TRUE,378.73,23.83,527,59.02
SASBDB_protein_dat\SASDC23.dat,37.92,29.97,29.24,30.81,39.52,39.8,108821.1,90.32,2.49,2.11,1.87,2.3,17.463,11.692,1.716199966,FALSE,429.05,25.37,632,70.78
SASBDB_protein_dat\SASDC24.dat,44.81,44.94,44.51,45.29,232.1,233.14,455271.99,377.88,2.34,2.5,2.47,2.53,18.793,10.492,2.391315916,FALSE,1042.85,39.55,2317,259.5
SASBDB_protein_dat\SASDC25.dat,57.89,58.06,56.64,59.35,0.17,0.17,463664.12,384.84,1.37,1.38,1.37,1.39,17.013,6.113,3.412684418,TRUE,1067.96,40.02,2399,268.69
SASBDB_protein_dat\SASDC26.dat,36,29.8,29.36,30.19,8679.77,9525.31,105450.01,87.52,2.29,2.17,2.13,2.2,13.909,20.582,2.142497663,FALSE,413.41,24.9,599,67.09
SASBDB_protein_dat\SASDC27.dat,46.63,39.64,39.26,40.06,35554.94,39092.92,101927.38,84.6,3.2,3.49,3.4,3.59,13.52,10.652,2.931952663,FALSE,469.5,26.54,722,80.86
SASBDB_protein_dat\SASDC28.dat,27.97,28.05,27.97,28.12,0.05,0.05,138775.19,115.18,3.12,3.31,3.19,3.45,10.653,6.344,2.63306111,FALSE,498.87,27.36,788,88.26
SASBDB_protein_dat\SASDC29.dat,29.41,29.33,29.27,29.38,0.37,0.37,141641.38,117.56,2.59,2.63,2.57,2.7,10.056,7.228,2.916666667,FALSE,503.81,27.49,800,89.6
SASBDB_protein_dat\SASDC32.dat,26.2,34.66,32.16,37.37,27.64,29.7,120144.72,99.72,2.27,2.04,1.81,2.31,27.058,13.057,1.280952029,FALSE,422.66,25.18,619,69.33
SASBDB_protein_dat\SASDC33.dat,34.65,25.29,24.74,25.72,33.54,32.12,74987.19,62.24,2.78,2.11,1.8,2.47,17.941,10.317,1.409620422,FALSE,351.98,22.98,474,53.09
SASBDB_protein_dat\SASDC34.dat,44.48,45,44.87,45.14,355.06,356.55,455742.02,378.27,2.43,2.5,2.46,2.53,15.992,11.542,2.813906953,FALSE,1044.02,39.57,2321,259.95
SASBDB_protein_dat\SASDC35.dat,33.64,29.94,29.51,30.35,15.47,14.74,70469.42,58.49,1.65,1.66,1.64,1.68,10.33,3.863,2.898354308,FALSE,347.77,22.84,465,52.08
SASBDB_protein_dat\SASDC36.dat,31.69,20.88,20.81,20.95,3630.05,3688.49,45515.93,37.78,2.46,2.6,2.54,2.66,14.121,24.223,1.478648821,FALSE,262.68,19.85,309,34.61
SASBDB_protein_dat\SASDC37.dat,41.12,35.27,34.62,35.78,42221.19,43045.2,89623.55,74.39,3.2,3.42,3.29,3.59,16.13,10.467,2.186608803,FALSE,468,26.5,718,80.42
SASBDB_protein_dat\SASDC38.dat,18.78,18.64,18.56,18.74,0.02,0.02,39884.09,33.1,2.91,3.04,2.88,3.22,9.794,2.833,1.903206045,FALSE,212.57,17.86,227,25.42
SASBDB_protein_dat\SASDC39.dat,29.61,29.68,29.61,29.74,0.32,0.32,140158.21,116.33,2.52,2.57,2.51,2.62,10.494,7.441,2.828282828,FALSE,495.97,27.28,782,87.58
SASBDB_protein_dat\SASDC42.dat,42.56,48.67,46.61,50.48,789.06,944.06,343509.75,285.11,2.6,2.05,1.88,2.24,27.919,10.701,1.74325728,FALSE,876.73,36.26,1798,201.38
SASBDB_protein_dat\SASDC44.dat,22.82,23.87,23.25,24.45,10.2,10.89,34553.22,28.68,1.75,1.63,1.56,1.72,9.115,4.494,2.618760285,FALSE,244.33,19.14,278,31.14
SASBDB_protein_dat\SASDC47.dat,36.99,41.69,41.27,42.14,689.03,836.73,115854.99,96.16,2.79,3.67,3.37,3.93,15.401,10.53,2.70696708,FALSE,496.85,27.3,784,87.81
SASBDB_protein_dat\SASDC49.dat,30.36,30.09,29.94,30.24,0.21,0.21,142715.77,118.45,2.46,2.51,2.45,2.58,14.665,5.634,2.051824071,FALSE,501.4,27.42,794,88.93
SASBDB_protein_dat\SASDC52.dat,32.11,32.02,29.73,36.55,107.2,110.27,119480.66,99.17,2.12,1.97,1.4,2.55,17.164,6.4,1.86553251,FALSE,468.62,26.51,720,80.64
SASBDB_protein_dat\SASDC53.dat,23.62,24.56,24.11,25.05,18.96,20.88,35300.81,29.3,2.03,1.79,1.76,1.84,10.618,4.678,2.313053306,FALSE,262.85,19.86,309,34.61
SASBDB_protein_dat\SASDC54.dat,28.88,28.85,27.68,29.86,20.22,21.44,54252.27,45.03,1.54,1.32,1.26,1.4,9.534,3.92,3.026012167,TRUE,303.43,21.33,381,42.67
SASBDB_protein_dat\SASDC55.dat,22.48,22.33,21.7,22.91,0.01,0.01,33628.36,27.91,2.03,2.26,2.09,2.46,9.552,3.059,2.337730318,FALSE,211.22,17.8,224,25.09
